"ML Catalog #",Format,"Scientific Name","Common Name","Background Species",Recordist,Date,Year,Month,Day,Time,Country,State,County,Locality,Latitude,Longitude,"Elevation (m)",Age/Sex,Behaviors,Playback,Collected,"Specimen ID",Recorder,Microphone,Accessory,"Partner Institution","eBird Checklist ID",Unconfirmed?,"Air Temp(ºC)","Water Temp(ºC)",Comments,"Observation Details",Class,Order,Family,"Parent Species","eBird Species Code","Taxon Category","Taxonomic Sort","Recordist 2 Display Name","Recordist 2 Profile URL","Average Community Rating","Number of Ratings","Asset State","Asset Tags","Contributor Profile URL","Original Image Height","Original Image Width","Specimen Page URL","eBird Checklist URL","ebird Species URL"
134101691,Photo,"Cygnus olor","Mute Swan",,"Richard Littauer",3/3/2013,2013,3,3,941,Switzerland,Genève,,"Île Rousseau",46.2059,6.1477,,,,"Not Used",,,,,,,S51493290,,,,,,,,,"Cygnus olor",mutswa,Species,328.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134101691","https://ebird.org/view/checklist/S51493290","https://ebird.org/species/mutswa"
134101681,Photo,"Cygnus olor","Mute Swan",,"Richard Littauer",3/3/2013,2013,3,3,941,Switzerland,Genève,,"Île Rousseau",46.2059,6.1477,,,,"Not Used",,,,,,,S51493290,,,,,,,,,"Cygnus olor",mutswa,Species,328.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134101681","https://ebird.org/view/checklist/S51493290","https://ebird.org/species/mutswa"
134101671,Photo,"Cygnus olor","Mute Swan",,"Richard Littauer",3/3/2013,2013,3,3,941,Switzerland,Genève,,"Île Rousseau",46.2059,6.1477,,,,"Not Used",,,,,,,S51493290,,,,,,,,,"Cygnus olor",mutswa,Species,328.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134101671","https://ebird.org/view/checklist/S51493290","https://ebird.org/species/mutswa"
134101371,Photo,"Mniotilta varia","Black-and-white Warbler",,"Richard Littauer",9/15/2013,2013,9,15,1436,"United States","New York",Kings,"Bushwick Flat",40.7018,-73.936,,,,"Not Used",,,,,,,S41517637,,,,,,,,,"Mniotilta varia",bawwar,Species,31640.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134101371","https://ebird.org/view/checklist/S41517637","https://ebird.org/species/bawwar"
134101361,Photo,"Mniotilta varia","Black-and-white Warbler",,"Richard Littauer",9/15/2013,2013,9,15,1436,"United States","New York",Kings,"Bushwick Flat",40.7018,-73.936,,,,"Not Used",,,,,,,S41517637,,,,,,,,,"Mniotilta varia",bawwar,Species,31640.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134101361","https://ebird.org/view/checklist/S41517637","https://ebird.org/species/bawwar"
134101351,Photo,"Mniotilta varia","Black-and-white Warbler",,"Richard Littauer",9/15/2013,2013,9,15,1436,"United States","New York",Kings,"Bushwick Flat",40.7018,-73.936,,,,"Not Used",,,,,,,S41517637,,,,,,,,,"Mniotilta varia",bawwar,Species,31640.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134101351","https://ebird.org/view/checklist/S41517637","https://ebird.org/species/bawwar"
134100381,Photo,"Pinicola enucleator","Pine Grosbeak",,"Richard Littauer",12/15/2018,2018,12,15,1234,"United States",Vermont,Washington,"538–598 Stone Cutters Way, Montpelier US-VT (44.2547,-72.5727)",44.2547,-72.5727,,,,"Not Used",,,,,,,S50681045,,,,,,,,,"Pinicola enucleator",pingro,Species,29964.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134100381","https://ebird.org/view/checklist/S50681045","https://ebird.org/species/pingro"
134100371,Photo,"Pinicola enucleator","Pine Grosbeak",,"Richard Littauer",12/15/2018,2018,12,15,1234,"United States",Vermont,Washington,"538–598 Stone Cutters Way, Montpelier US-VT (44.2547,-72.5727)",44.2547,-72.5727,,,,"Not Used",,,,,,,S50681045,,,,,,,,,"Pinicola enucleator",pingro,Species,29964.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134100371","https://ebird.org/view/checklist/S50681045","https://ebird.org/species/pingro"
134100361,Photo,"Pinicola enucleator","Pine Grosbeak",,"Richard Littauer",12/15/2018,2018,12,15,1234,"United States",Vermont,Washington,"538–598 Stone Cutters Way, Montpelier US-VT (44.2547,-72.5727)",44.2547,-72.5727,,,,"Not Used",,,,,,,S50681045,,,,,,,,,"Pinicola enucleator",pingro,Species,29964.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134100361","https://ebird.org/view/checklist/S50681045","https://ebird.org/species/pingro"
134100281,Photo,"Falco peregrinus","Peregrine Falcon",,"Richard Littauer",12/6/2018,2018,12,6,1211,"United States",Vermont,Washington,"73 Main St, Montpelier US-VT (44.2598,-72.5755)",44.2598,-72.5755,,,,"Not Used",,,,,,,S50471602,,,,,,,,,"Falco peregrinus",perfal,Species,11417.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134100281","https://ebird.org/view/checklist/S50471602","https://ebird.org/species/perfal"
134100111,Photo,"Strix varia","Barred Owl",,"Richard Littauer",12/20/2018,2018,12,20,2118,"United States",Vermont,Washington,"7874 County Rd, Calais US-VT (44.3486,-72.5131)",44.3486,-72.5131,,Unknown,,"Not Used",,,,,,,S50832070,,,,,"I tried owling half a mile up the road for five minutes, hooting; no responses. Driving down, I saw one owl up in a branch over the road. I stopped my car, and looked at it for ten minutes, before driving on. Another half mile down, there was some fluttering on the verge. I stopped and turned around, and another owl was perched near the road. It flew across the road a minute later.",,,,"Strix varia",brdowl,Species,8630.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134100111","https://ebird.org/view/checklist/S50832070","https://ebird.org/species/brdowl"
134100091,Photo,"Strix varia","Barred Owl",,"Richard Littauer",12/20/2018,2018,12,20,2118,"United States",Vermont,Washington,"7874 County Rd, Calais US-VT (44.3486,-72.5131)",44.3486,-72.5131,,Unknown,,"Not Used",,,,,,,S50832070,,,,,"I tried owling half a mile up the road for five minutes, hooting; no responses. Driving down, I saw one owl up in a branch over the road. I stopped my car, and looked at it for ten minutes, before driving on. Another half mile down, there was some fluttering on the verge. I stopped and turned around, and another owl was perched near the road. It flew across the road a minute later.",,,,"Strix varia",brdowl,Species,8630.0,,,1.0,1,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134100091","https://ebird.org/view/checklist/S50832070","https://ebird.org/species/brdowl"
134099951,Photo,"Bubo scandiacus","Snowy Owl",,"Richard Littauer",12/28/2018,2018,12,28,1100,"United States",Vermont,Washington,"Berlin (E.F. Knapp State) Airport",44.2031,-72.5585,,,,"Not Used",,,,,,,S51020864,,,,,,,,,"Bubo scandiacus",snoowl1,Species,8399.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134099951","https://ebird.org/view/checklist/S51020864","https://ebird.org/species/snoowl1"
134097241,Photo,"Columba livia (Feral Pigeon)","Rock Pigeon (Feral Pigeon)",,"Richard Littauer",1/9/2019,2019,1,9,1000,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,,,"Not Used",,,,,,,S51492469,,,,,,,,,"Columba livia",rocpig1,Domestic,1799.0,,,1.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134097241","https://ebird.org/view/checklist/S51492469","https://ebird.org/species/rocpig"
134097221,Photo,"Columba livia (Feral Pigeon)","Rock Pigeon (Feral Pigeon)",,"Richard Littauer",1/9/2019,2019,1,9,1000,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,,,"Not Used",,,,,,,S51492469,,,,,,,,,"Columba livia",rocpig1,Domestic,1799.0,,,1.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134097221","https://ebird.org/view/checklist/S51492469","https://ebird.org/species/rocpig"
134097191,Photo,"Poecile atricapillus","Black-capped Chickadee",,"Richard Littauer",1/9/2019,2019,1,9,1000,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,,,"Not Used",,,,,,,S51492469,,,,,,,,,"Poecile atricapillus",bkcchi,Species,21806.0,,,2.5,2,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134097191","https://ebird.org/view/checklist/S51492469","https://ebird.org/species/bkcchi"
134097181,Photo,"Poecile atricapillus","Black-capped Chickadee",,"Richard Littauer",1/9/2019,2019,1,9,1000,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,,,"Not Used",,,,,,,S51492469,,,,,,,,,"Poecile atricapillus",bkcchi,Species,21806.0,,,3.0,2,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134097181","https://ebird.org/view/checklist/S51492469","https://ebird.org/species/bkcchi"
134097121,Photo,"Zonotrichia albicollis","White-throated Sparrow",,"Richard Littauer",1/9/2019,2019,1,9,1000,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,,,"Not Used",,,,,,,S51492469,,,,,,,,,"Zonotrichia albicollis",whtspa,Species,30906.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134097121","https://ebird.org/view/checklist/S51492469","https://ebird.org/species/whtspa"
134097101,Photo,"Zonotrichia albicollis","White-throated Sparrow",,"Richard Littauer",1/9/2019,2019,1,9,1000,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,,,"Not Used",,,,,,,S51492469,,,,,,,,,"Zonotrichia albicollis",whtspa,Species,30906.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134097101","https://ebird.org/view/checklist/S51492469","https://ebird.org/species/whtspa"
134090521,Photo,"Junco hyemalis hyemalis/carolinensis","Dark-eyed Junco (Slate-colored)",,"Richard Littauer",1/9/2019,2019,1,9,906,"United States",Vermont,Washington,"Monsignor Crosby Ave (Yard)",44.258,-72.5747,,,,"Not Used",,,,,,,S51490666,,,,,,,,,"Junco hyemalis",slcjun,Group,30832.0,,,0.0,0,committed,,"https://ebird.org/profile/Mjg0MTUx",,,"https://macaulaylibrary.org/asset/134090521","https://ebird.org/view/checklist/S51490666","https://ebird.org/species/daejun"
